layer,report_period_label,source_ticker,target_ticker,source_manager,target_manager,manager_relationship,observation_count,unique_source_facilities,unique_borrowers
facility_candidate_universe,2025Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,19,19,9
facility_candidate_universe,2025Q2,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,41,35,24
facility_candidate_universe,2025Q2,NMFC,OCSL,New Mountain Capital,Oaktree Capital Management,cross_manager,5,4,2
facility_candidate_universe,2025Q2,OBDC,ARCC,Blue Owl Credit,Ares Management,cross_manager,7,6,5
facility_candidate_universe,2025Q2,OBDC,ASIF,Blue Owl Credit,Ares Management,cross_manager,5,5,4
facility_candidate_universe,2025Q2,OBDC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,26,18,12
facility_candidate_universe,2025Q2,OBDC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,30,16,10
facility_candidate_universe,2025Q2,OBDC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,20,13,12
facility_candidate_universe,2025Q2,OBDC,MFIC,Blue Owl Credit,Apollo Global Management,cross_manager,1,1,1
facility_candidate_universe,2025Q2,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,20,12,10
facility_candidate_universe,2025Q2,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,254,172,132
facility_candidate_universe,2025Q2,OBDC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,3,3,2
facility_candidate_universe,2025Q2,OCIC,ARCC,Blue Owl Credit,Ares Management,cross_manager,14,13,10
facility_candidate_universe,2025Q2,OCIC,ASIF,Blue Owl Credit,Ares Management,cross_manager,34,27,19
facility_candidate_universe,2025Q2,OCIC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,64,51,39
facility_candidate_universe,2025Q2,OCIC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,41,26,18
facility_candidate_universe,2025Q2,OCIC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,4,1,1
facility_candidate_universe,2025Q2,OCIC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,60,36,30
facility_candidate_universe,2025Q2,OCIC,MFIC,Blue Owl Credit,Apollo Global Management,cross_manager,1,1,1
facility_candidate_universe,2025Q2,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,50,32,23
facility_candidate_universe,2025Q2,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,207,172,135
facility_candidate_universe,2025Q2,OCIC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,14,12,7
facility_candidate_universe,2025Q2,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,1,1,1
facility_candidate_universe,2025Q2,OCSL,ASIF,Oaktree Capital Management,Ares Management,cross_manager,6,6,6
facility_candidate_universe,2025Q2,OCSL,BCRED,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,13,12,12
facility_candidate_universe,2025Q2,OCSL,HPS,Oaktree Capital Management,HPS Investment Partners,cross_manager,13,7,5
facility_candidate_universe,2025Q2,OCSL,MFIC,Oaktree Capital Management,Apollo Global Management,cross_manager,2,2,2
facility_candidate_universe,2025Q2,OCSL,NMFC,Oaktree Capital Management,New Mountain Capital,cross_manager,6,4,4
facility_candidate_universe,2025Q2,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,3,2,2
facility_candidate_universe,2025Q2,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,13,8,6
facility_candidate_universe,2025Q3,ARCC,ASIF,Ares Management,Ares Management,same_manager,463,316,217
facility_candidate_universe,2025Q3,ARCC,BBDC,Ares Management,Barings,cross_manager,11,8,5
facility_candidate_universe,2025Q3,ARCC,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,59,35,23
facility_candidate_universe,2025Q3,ARCC,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,59,30,20
facility_candidate_universe,2025Q3,ARCC,GBDC,Ares Management,Golub Capital,cross_manager,25,12,3
facility_candidate_universe,2025Q3,ARCC,HPS,Ares Management,HPS Investment Partners,cross_manager,55,29,24
facility_candidate_universe,2025Q3,ARCC,MAIN,Ares Management,Main Street Capital,cross_manager,6,2,1
facility_candidate_universe,2025Q3,ARCC,MFIC,Ares Management,Apollo Global Management,cross_manager,2,2,1
facility_candidate_universe,2025Q3,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,27,14,10
facility_candidate_universe,2025Q3,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,11,10,8
facility_candidate_universe,2025Q3,ARCC,OCIC,Ares Management,Blue Owl Credit,cross_manager,15,12,11
facility_candidate_universe,2025Q3,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,3,2,2
facility_candidate_universe,2025Q3,ASIF,ARCC,Ares Management,Ares Management,same_manager,440,296,219
facility_candidate_universe,2025Q3,ASIF,BBDC,Ares Management,Barings,cross_manager,6,5,4
facility_candidate_universe,2025Q3,ASIF,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,59,51,43
facility_candidate_universe,2025Q3,ASIF,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,29,21,15
facility_candidate_universe,2025Q3,ASIF,GBDC,Ares Management,Golub Capital,cross_manager,8,5,1
facility_candidate_universe,2025Q3,ASIF,HPS,Ares Management,HPS Investment Partners,cross_manager,72,49,39
facility_candidate_universe,2025Q3,ASIF,MAIN,Ares Management,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2025Q3,ASIF,MFIC,Ares Management,Apollo Global Management,cross_manager,2,2,2
facility_candidate_universe,2025Q3,ASIF,NMFC,Ares Management,New Mountain Capital,cross_manager,21,18,16
facility_candidate_universe,2025Q3,ASIF,OBDC,Ares Management,Blue Owl Credit,cross_manager,8,7,6
facility_candidate_universe,2025Q3,ASIF,OCIC,Ares Management,Blue Owl Credit,cross_manager,34,26,21
facility_candidate_universe,2025Q3,ASIF,OCSL,Ares Management,Oaktree Capital Management,cross_manager,7,7,6
facility_candidate_universe,2025Q3,BBDC,ARCC,Barings,Ares Management,cross_manager,10,6,3
facility_candidate_universe,2025Q3,BBDC,ASIF,Barings,Ares Management,cross_manager,5,3,2
facility_candidate_universe,2025Q3,BBDC,BCRED,Barings,Blackstone Credit & Insurance,cross_manager,9,5,5
facility_candidate_universe,2025Q3,BBDC,BXSL,Barings,Blackstone Credit & Insurance,cross_manager,3,2,2
facility_candidate_universe,2025Q3,BBDC,GBDC,Barings,Golub Capital,cross_manager,8,2,2
facility_candidate_universe,2025Q3,BBDC,HPS,Barings,HPS Investment Partners,cross_manager,6,2,2
facility_candidate_universe,2025Q3,BBDC,MAIN,Barings,Main Street Capital,cross_manager,7,2,1
facility_candidate_universe,2025Q3,BBDC,MFIC,Barings,Apollo Global Management,cross_manager,4,4,2
facility_candidate_universe,2025Q3,BBDC,NMFC,Barings,New Mountain Capital,cross_manager,2,1,1
facility_candidate_universe,2025Q3,BCRED,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,65,40,24
facility_candidate_universe,2025Q3,BCRED,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,70,54,43
facility_candidate_universe,2025Q3,BCRED,BBDC,Blackstone Credit & Insurance,Barings,cross_manager,8,7,4
facility_candidate_universe,2025Q3,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,724,406,244
facility_candidate_universe,2025Q3,BCRED,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,2,2,2
facility_candidate_universe,2025Q3,BCRED,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,172,88,60
facility_candidate_universe,2025Q3,BCRED,MFIC,Blackstone Credit & Insurance,Apollo Global Management,cross_manager,5,5,2
facility_candidate_universe,2025Q3,BCRED,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,95,53,40
facility_candidate_universe,2025Q3,BCRED,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,27,23,17
facility_candidate_universe,2025Q3,BCRED,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,67,53,41
facility_candidate_universe,2025Q3,BCRED,OCSL,Blackstone Credit & Insurance,Oaktree Capital Management,cross_manager,12,11,9
facility_candidate_universe,2025Q3,BXSL,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,61,40,22
facility_candidate_universe,2025Q3,BXSL,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,28,18,11
facility_candidate_universe,2025Q3,BXSL,BBDC,Blackstone Credit & Insurance,Barings,cross_manager,8,6,4
facility_candidate_universe,2025Q3,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,812,440,247
facility_candidate_universe,2025Q3,BXSL,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,2,2,2
facility_candidate_universe,2025Q3,BXSL,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,108,48,29
facility_candidate_universe,2025Q3,BXSL,MFIC,Blackstone Credit & Insurance,Apollo Global Management,cross_manager,6,6,2
facility_candidate_universe,2025Q3,BXSL,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,80,36,25
facility_candidate_universe,2025Q3,BXSL,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,24,21,11
facility_candidate_universe,2025Q3,BXSL,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,42,29,18
facility_candidate_universe,2025Q3,GBDC,ARCC,Golub Capital,Ares Management,cross_manager,19,5,2
facility_candidate_universe,2025Q3,GBDC,ASIF,Golub Capital,Ares Management,cross_manager,15,6,2
facility_candidate_universe,2025Q3,GBDC,BBDC,Golub Capital,Barings,cross_manager,7,7,2
facility_candidate_universe,2025Q3,GBDC,MFIC,Golub Capital,Apollo Global Management,cross_manager,2,2,2
facility_candidate_universe,2025Q3,GBDC,NMFC,Golub Capital,New Mountain Capital,cross_manager,5,1,1
facility_candidate_universe,2025Q3,GBDC,OCIC,Golub Capital,Blue Owl Credit,cross_manager,1,1,1
facility_candidate_universe,2025Q3,HPS,ARCC,HPS Investment Partners,Ares Management,cross_manager,72,53,28
facility_candidate_universe,2025Q3,HPS,ASIF,HPS Investment Partners,Ares Management,cross_manager,86,65,38
facility_candidate_universe,2025Q3,HPS,BBDC,HPS Investment Partners,Barings,cross_manager,2,2,2
facility_candidate_universe,2025Q3,HPS,BCRED,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,121,89,56
facility_candidate_universe,2025Q3,HPS,BXSL,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,95,61,29
facility_candidate_universe,2025Q3,HPS,MAIN,HPS Investment Partners,Main Street Capital,cross_manager,3,2,1
facility_candidate_universe,2025Q3,HPS,MFIC,HPS Investment Partners,Apollo Global Management,cross_manager,3,3,2
facility_candidate_universe,2025Q3,HPS,NMFC,HPS Investment Partners,New Mountain Capital,cross_manager,63,40,21
facility_candidate_universe,2025Q3,HPS,OBDC,HPS Investment Partners,Blue Owl Credit,cross_manager,35,28,12
facility_candidate_universe,2025Q3,HPS,OCIC,HPS Investment Partners,Blue Owl Credit,cross_manager,63,56,32
facility_candidate_universe,2025Q3,HPS,OCSL,HPS Investment Partners,Oaktree Capital Management,cross_manager,7,6,5
facility_candidate_universe,2025Q3,MAIN,ARCC,Main Street Capital,Ares Management,cross_manager,4,4,2
facility_candidate_universe,2025Q3,MAIN,BBDC,Main Street Capital,Barings,cross_manager,5,5,1
facility_candidate_universe,2025Q3,MAIN,HPS,Main Street Capital,HPS Investment Partners,cross_manager,5,3,1
facility_candidate_universe,2025Q3,MAIN,MFIC,Main Street Capital,Apollo Global Management,cross_manager,2,2,1
facility_candidate_universe,2025Q3,MFIC,ASIF,Apollo Global Management,Ares Management,cross_manager,1,1,1
facility_candidate_universe,2025Q3,MFIC,BCRED,Apollo Global Management,Blackstone Credit & Insurance,cross_manager,4,4,4
facility_candidate_universe,2025Q3,MFIC,BXSL,Apollo Global Management,Blackstone Credit & Insurance,cross_manager,2,2,2
facility_candidate_universe,2025Q3,MFIC,GBDC,Apollo Global Management,Golub Capital,cross_manager,2,1,1
facility_candidate_universe,2025Q3,MFIC,HPS,Apollo Global Management,HPS Investment Partners,cross_manager,7,2,2
facility_candidate_universe,2025Q3,MFIC,MAIN,Apollo Global Management,Main Street Capital,cross_manager,2,1,1
facility_candidate_universe,2025Q3,MFIC,OCIC,Apollo Global Management,Blue Owl Credit,cross_manager,3,2,2
facility_candidate_universe,2025Q3,NMFC,ARCC,New Mountain Capital,Ares Management,cross_manager,25,17,11
facility_candidate_universe,2025Q3,NMFC,ASIF,New Mountain Capital,Ares Management,cross_manager,23,17,13
facility_candidate_universe,2025Q3,NMFC,BBDC,New Mountain Capital,Barings,cross_manager,2,2,1
facility_candidate_universe,2025Q3,NMFC,BCRED,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,110,65,41
facility_candidate_universe,2025Q3,NMFC,BXSL,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,51,38,20
facility_candidate_universe,2025Q3,NMFC,GBDC,New Mountain Capital,Golub Capital,cross_manager,1,1,1
facility_candidate_universe,2025Q3,NMFC,HPS,New Mountain Capital,HPS Investment Partners,cross_manager,39,24,18
facility_candidate_universe,2025Q3,NMFC,MAIN,New Mountain Capital,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2025Q3,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,20,15,8
facility_candidate_universe,2025Q3,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,42,37,24
facility_candidate_universe,2025Q3,NMFC,OCSL,New Mountain Capital,Oaktree Capital Management,cross_manager,8,7,6
facility_candidate_universe,2025Q3,OBDC,ARCC,Blue Owl Credit,Ares Management,cross_manager,9,7,7
facility_candidate_universe,2025Q3,OBDC,ASIF,Blue Owl Credit,Ares Management,cross_manager,3,2,2
facility_candidate_universe,2025Q3,OBDC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,36,25,18
facility_candidate_universe,2025Q3,OBDC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,30,19,15
facility_candidate_universe,2025Q3,OBDC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,1,1,1
facility_candidate_universe,2025Q3,OBDC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,24,14,14
facility_candidate_universe,2025Q3,OBDC,MFIC,Blue Owl Credit,Apollo Global Management,cross_manager,3,3,2
facility_candidate_universe,2025Q3,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,20,12,11
facility_candidate_universe,2025Q3,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,226,178,143
facility_candidate_universe,2025Q3,OBDC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,3,2,2
facility_candidate_universe,2025Q3,OCIC,ARCC,Blue Owl Credit,Ares Management,cross_manager,14,11,10
facility_candidate_universe,2025Q3,OCIC,ASIF,Blue Owl Credit,Ares Management,cross_manager,25,23,20
facility_candidate_universe,2025Q3,OCIC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,62,49,37
facility_candidate_universe,2025Q3,OCIC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,29,20,16
facility_candidate_universe,2025Q3,OCIC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,57,34,30
facility_candidate_universe,2025Q3,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,47,31,24
facility_candidate_universe,2025Q3,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,229,183,147
facility_candidate_universe,2025Q3,OCIC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,11,9,7
facility_candidate_universe,2025Q3,OCSL,ASIF,Oaktree Capital Management,Ares Management,cross_manager,4,4,4
facility_candidate_universe,2025Q3,OCSL,BCRED,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,10,9,9
facility_candidate_universe,2025Q3,OCSL,GBDC,Oaktree Capital Management,Golub Capital,cross_manager,1,1,1
facility_candidate_universe,2025Q3,OCSL,HPS,Oaktree Capital Management,HPS Investment Partners,cross_manager,6,5,5
facility_candidate_universe,2025Q3,OCSL,NMFC,Oaktree Capital Management,New Mountain Capital,cross_manager,5,3,2
facility_candidate_universe,2025Q3,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,3,3,2
facility_candidate_universe,2025Q3,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,13,10,8
untouched_movement_facilities,2024Q1,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,1,1,1
untouched_movement_facilities,2024Q1,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,3,3,3
untouched_movement_facilities,2024Q1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,5,5,5
untouched_movement_facilities,2024Q1,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,1,1,1
untouched_movement_facilities,2024Q1,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,1,1,1
untouched_movement_facilities,2024Q2,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,2,2,2
untouched_movement_facilities,2024Q2,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,4,4,3
untouched_movement_facilities,2024Q2,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,1,1,1
untouched_movement_facilities,2024Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,6,6,4
untouched_movement_facilities,2024Q2,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,1,1,1
untouched_movement_facilities,2024Q3,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,2,2,2
untouched_movement_facilities,2024Q3,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,1,1,1
untouched_movement_facilities,2024Q3,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,6,6,6
untouched_movement_facilities,2024Q4,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,1,1,1
untouched_movement_facilities,2025Q1,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,1,1,1
untouched_movement_facilities,2025Q1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
untouched_movement_facilities,2025Q2,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,1,1,1
untouched_movement_facilities,2025Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,2,2,2
