layer,report_period_label,source_ticker,target_ticker,source_manager,target_manager,manager_relationship,observation_count,unique_source_facilities,unique_borrowers
blind_facility_sample_v3,2023Q4,ARCC,ASIF,Ares Management,Ares Management,same_manager,1,1,1
blind_facility_sample_v3,2023Q4,ARCC,GBDC,Ares Management,Golub Capital,cross_manager,1,1,1
blind_facility_sample_v3,2023Q4,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,1,1,1
blind_facility_sample_v3,2023Q4,BXSL,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,1,1,1
blind_facility_sample_v3,2023Q4,HPS,OBDC,HPS Investment Partners,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2023Q4,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2023Q4,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,6,6,6
blind_facility_sample_v3,2023Q4,OBDC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,1,1,1
blind_facility_sample_v3,2023Q4,OCIC,ASIF,Blue Owl Credit,Ares Management,cross_manager,1,1,1
blind_facility_sample_v3,2023Q4,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,1,1,1
blind_facility_sample_v3,2024Q1,ARCC,HPS,Ares Management,HPS Investment Partners,cross_manager,1,1,1
blind_facility_sample_v3,2024Q1,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,2,2,2
blind_facility_sample_v3,2024Q1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q1,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q1,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,1,1,1
blind_facility_sample_v3,2024Q1,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,6,6,6
blind_facility_sample_v3,2024Q1,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,1,1,1
blind_facility_sample_v3,2024Q1,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,3,3,3
blind_facility_sample_v3,2024Q1,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,ARCC,ASIF,Ares Management,Ares Management,same_manager,2,2,2
blind_facility_sample_v3,2024Q2,ARCC,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,ASIF,ARCC,Ares Management,Ares Management,same_manager,2,2,2
blind_facility_sample_v3,2024Q2,ASIF,OCIC,Ares Management,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,BCRED,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,HPS,BCRED,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,HPS,OBDC,HPS Investment Partners,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,HPS,OCIC,HPS Investment Partners,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,NMFC,ASIF,New Mountain Capital,Ares Management,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q2,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,3,3,3
blind_facility_sample_v3,2024Q2,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,1,1,1
blind_facility_sample_v3,2024Q3,ARCC,ASIF,Ares Management,Ares Management,same_manager,2,2,2
blind_facility_sample_v3,2024Q3,ASIF,ARCC,Ares Management,Ares Management,same_manager,3,3,3
blind_facility_sample_v3,2024Q3,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,3,3,3
blind_facility_sample_v3,2024Q3,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,1,1,1
blind_facility_sample_v3,2024Q3,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,3,3,3
blind_facility_sample_v3,2024Q4,ARCC,ASIF,Ares Management,Ares Management,same_manager,3,3,3
blind_facility_sample_v3,2024Q4,ARCC,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,1,1,1
blind_facility_sample_v3,2024Q4,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,1,1,1
blind_facility_sample_v3,2024Q4,ASIF,ARCC,Ares Management,Ares Management,same_manager,2,2,2
blind_facility_sample_v3,2024Q4,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,2,2,2
blind_facility_sample_v3,2024Q4,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2024Q4,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,1,1,1
blind_facility_sample_v3,2024Q4,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,3,3,2
blind_facility_sample_v3,2024Q4,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,1,1,1
blind_facility_sample_v3,2024Q4,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,1,1,1
blind_facility_sample_v3,2025Q1,ARCC,ASIF,Ares Management,Ares Management,same_manager,2,2,2
blind_facility_sample_v3,2025Q1,ASIF,ARCC,Ares Management,Ares Management,same_manager,3,3,3
blind_facility_sample_v3,2025Q1,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,1,1,1
blind_facility_sample_v3,2025Q1,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,1,1,1
blind_facility_sample_v3,2025Q1,NMFC,ARCC,New Mountain Capital,Ares Management,cross_manager,1,1,1
blind_facility_sample_v3,2025Q1,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,2,2,2
blind_facility_sample_v3,2025Q1,OCIC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,1,1,1
blind_facility_sample_v3,2025Q1,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,1,1,1
blind_facility_sample_v3,2025Q2,ARCC,ASIF,Ares Management,Ares Management,same_manager,2,2,2
blind_facility_sample_v3,2025Q2,ASIF,ARCC,Ares Management,Ares Management,same_manager,6,6,6
blind_facility_sample_v3,2025Q2,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,1,1,1
blind_facility_sample_v3,2025Q2,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,1,1,1
blind_facility_sample_v3,2025Q2,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,3,3,3
blind_facility_sample_v3,2025Q2,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,1,1,1
blind_facility_sample_v3,2025Q3,ARCC,ASIF,Ares Management,Ares Management,same_manager,1,1,1
blind_facility_sample_v3,2025Q3,ASIF,ARCC,Ares Management,Ares Management,same_manager,4,4,4
blind_facility_sample_v3,2025Q3,ASIF,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,1,1,1
blind_facility_sample_v3,2025Q3,BCRED,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,1,1,1
blind_facility_sample_v3,2025Q3,BCRED,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,1,1,1
blind_facility_sample_v3,2025Q3,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,2,2,2
blind_facility_sample_v3,2025Q3,GBDC,BBDC,Golub Capital,Barings,cross_manager,1,1,1
blind_facility_sample_v3,2025Q3,MFIC,HPS,Apollo Global Management,HPS Investment Partners,cross_manager,1,1,1
blind_facility_sample_v3,2025Q3,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,1,1,1
blind_facility_sample_v3,2025Q3,OCIC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,1,1,1
blind_facility_sample_v3,2025Q3,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,2,2,2
eligible_pre_reveal,2024Q1,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,3,3,3
eligible_pre_reveal,2024Q1,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,9,9,8
eligible_pre_reveal,2024Q1,HTGC,GSBD,Hercules Capital,Goldman Sachs Asset Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,7,7,7
eligible_pre_reveal,2024Q1,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q1,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,1,1,1
eligible_pre_reveal,2024Q1,TSLX,GSBD,Sixth Street,Goldman Sachs Asset Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q1,TSLX,HTGC,Sixth Street,Hercules Capital,cross_manager,1,1,1
eligible_pre_reveal,2024Q2,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,4,4,4
eligible_pre_reveal,2024Q2,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,12,12,10
eligible_pre_reveal,2024Q2,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q2,HTGC,GSBD,Hercules Capital,Goldman Sachs Asset Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,10,10,8
eligible_pre_reveal,2024Q2,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,1,1,1
eligible_pre_reveal,2024Q2,TSLX,GSBD,Sixth Street,Goldman Sachs Asset Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q2,TSLX,HTGC,Sixth Street,Hercules Capital,cross_manager,1,1,1
eligible_pre_reveal,2024Q3,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,3,3,3
eligible_pre_reveal,2024Q3,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,9,9,9
eligible_pre_reveal,2024Q3,HTGC,GSBD,Hercules Capital,Goldman Sachs Asset Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q3,HTGC,TSLX,Hercules Capital,Sixth Street,cross_manager,1,1,1
eligible_pre_reveal,2024Q3,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,18,18,18
eligible_pre_reveal,2024Q3,TSLX,GSBD,Sixth Street,Goldman Sachs Asset Management,cross_manager,1,1,1
eligible_pre_reveal,2024Q4,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,4,4,4
eligible_pre_reveal,2024Q4,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,4,4,4
eligible_pre_reveal,2024Q4,TSLX,HTGC,Sixth Street,Hercules Capital,cross_manager,1,1,1
eligible_pre_reveal,2025Q1,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,3,3,3
eligible_pre_reveal,2025Q1,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,5,5,5
eligible_pre_reveal,2025Q1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,4,4,4
eligible_pre_reveal,2025Q1,TSLX,HTGC,Sixth Street,Hercules Capital,cross_manager,1,1,1
eligible_pre_reveal,2025Q2,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,3,3,3
eligible_pre_reveal,2025Q2,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,3,3,3
eligible_pre_reveal,2025Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,4,4,4
eligible_pre_reveal,2025Q3,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,3,3,3
eligible_pre_reveal,2025Q3,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,2,2,2
eligible_pre_reveal,2025Q3,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,6,6,4
facility_candidate_universe,2023Q4,ARCC,ASIF,Ares Management,Ares Management,same_manager,102,86,72
facility_candidate_universe,2023Q4,ARCC,BBDC,Ares Management,Barings,cross_manager,4,4,4
facility_candidate_universe,2023Q4,ARCC,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,27,22,17
facility_candidate_universe,2023Q4,ARCC,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,15,13,12
facility_candidate_universe,2023Q4,ARCC,GBDC,Ares Management,Golub Capital,cross_manager,16,5,2
facility_candidate_universe,2023Q4,ARCC,HPS,Ares Management,HPS Investment Partners,cross_manager,26,17,15
facility_candidate_universe,2023Q4,ARCC,MAIN,Ares Management,Main Street Capital,cross_manager,2,2,1
facility_candidate_universe,2023Q4,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,13,11,9
facility_candidate_universe,2023Q4,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,25,17,14
facility_candidate_universe,2023Q4,ARCC,OCIC,Ares Management,Blue Owl Credit,cross_manager,31,15,14
facility_candidate_universe,2023Q4,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,8,4,2
facility_candidate_universe,2023Q4,ASIF,ARCC,Ares Management,Ares Management,same_manager,85,72,60
facility_candidate_universe,2023Q4,ASIF,BBDC,Ares Management,Barings,cross_manager,2,2,2
facility_candidate_universe,2023Q4,ASIF,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,40,32,25
facility_candidate_universe,2023Q4,ASIF,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,4,3,2
facility_candidate_universe,2023Q4,ASIF,GBDC,Ares Management,Golub Capital,cross_manager,3,1,1
facility_candidate_universe,2023Q4,ASIF,HPS,Ares Management,HPS Investment Partners,cross_manager,21,16,13
facility_candidate_universe,2023Q4,ASIF,NMFC,Ares Management,New Mountain Capital,cross_manager,13,10,7
facility_candidate_universe,2023Q4,ASIF,OBDC,Ares Management,Blue Owl Credit,cross_manager,22,18,15
facility_candidate_universe,2023Q4,ASIF,OCIC,Ares Management,Blue Owl Credit,cross_manager,76,44,34
facility_candidate_universe,2023Q4,ASIF,OCSL,Ares Management,Oaktree Capital Management,cross_manager,6,5,5
facility_candidate_universe,2023Q4,BBDC,ARCC,Barings,Ares Management,cross_manager,3,3,3
facility_candidate_universe,2023Q4,BBDC,ASIF,Barings,Ares Management,cross_manager,3,2,2
facility_candidate_universe,2023Q4,BBDC,BCRED,Barings,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2023Q4,BBDC,CGBD,Barings,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2023Q4,BBDC,GBDC,Barings,Golub Capital,cross_manager,1,1,1
facility_candidate_universe,2023Q4,BBDC,HPS,Barings,HPS Investment Partners,cross_manager,5,4,3
facility_candidate_universe,2023Q4,BBDC,MAIN,Barings,Main Street Capital,cross_manager,2,2,2
facility_candidate_universe,2023Q4,BBDC,NMFC,Barings,New Mountain Capital,cross_manager,2,2,2
facility_candidate_universe,2023Q4,BBDC,OCIC,Barings,Blue Owl Credit,cross_manager,1,1,1
facility_candidate_universe,2023Q4,BCRED,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,30,22,20
facility_candidate_universe,2023Q4,BCRED,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,35,28,25
facility_candidate_universe,2023Q4,BCRED,BBDC,Blackstone Credit & Insurance,Barings,cross_manager,9,8,6
facility_candidate_universe,2023Q4,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,304,210,146
facility_candidate_universe,2023Q4,BCRED,CGBD,Blackstone Credit & Insurance,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2023Q4,BCRED,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,13,6,2
facility_candidate_universe,2023Q4,BCRED,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,81,51,37
facility_candidate_universe,2023Q4,BCRED,MAIN,Blackstone Credit & Insurance,Main Street Capital,cross_manager,4,2,2
facility_candidate_universe,2023Q4,BCRED,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,84,53,38
facility_candidate_universe,2023Q4,BCRED,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,47,30,21
facility_candidate_universe,2023Q4,BCRED,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,101,63,47
facility_candidate_universe,2023Q4,BCRED,OCSL,Blackstone Credit & Insurance,Oaktree Capital Management,cross_manager,13,7,7
facility_candidate_universe,2023Q4,BXSL,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,13,7,6
facility_candidate_universe,2023Q4,BXSL,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,3,2,2
facility_candidate_universe,2023Q4,BXSL,BBDC,Blackstone Credit & Insurance,Barings,cross_manager,2,2,2
facility_candidate_universe,2023Q4,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,305,199,141
facility_candidate_universe,2023Q4,BXSL,CGBD,Blackstone Credit & Insurance,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2023Q4,BXSL,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,7,4,1
facility_candidate_universe,2023Q4,BXSL,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,42,25,19
facility_candidate_universe,2023Q4,BXSL,MAIN,Blackstone Credit & Insurance,Main Street Capital,cross_manager,2,1,1
facility_candidate_universe,2023Q4,BXSL,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,36,20,13
facility_candidate_universe,2023Q4,BXSL,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,19,8,7
facility_candidate_universe,2023Q4,BXSL,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,20,11,8
facility_candidate_universe,2023Q4,BXSL,OCSL,Blackstone Credit & Insurance,Oaktree Capital Management,cross_manager,3,1,1
facility_candidate_universe,2023Q4,CGBD,BBDC,Carlyle,Barings,cross_manager,1,1,1
facility_candidate_universe,2023Q4,GBDC,ARCC,Golub Capital,Ares Management,cross_manager,33,16,3
facility_candidate_universe,2023Q4,GBDC,ASIF,Golub Capital,Ares Management,cross_manager,12,12,2
facility_candidate_universe,2023Q4,GBDC,BBDC,Golub Capital,Barings,cross_manager,6,6,2
facility_candidate_universe,2023Q4,GBDC,BCRED,Golub Capital,Blackstone Credit & Insurance,cross_manager,14,5,2
facility_candidate_universe,2023Q4,GBDC,BXSL,Golub Capital,Blackstone Credit & Insurance,cross_manager,13,4,1
facility_candidate_universe,2023Q4,GBDC,HPS,Golub Capital,HPS Investment Partners,cross_manager,7,4,1
facility_candidate_universe,2023Q4,GBDC,NMFC,Golub Capital,New Mountain Capital,cross_manager,5,2,2
facility_candidate_universe,2023Q4,GBDC,OBDC,Golub Capital,Blue Owl Credit,cross_manager,9,4,1
facility_candidate_universe,2023Q4,GBDC,OCIC,Golub Capital,Blue Owl Credit,cross_manager,8,4,1
facility_candidate_universe,2023Q4,GBDC,OCSL,Golub Capital,Oaktree Capital Management,cross_manager,15,6,1
facility_candidate_universe,2023Q4,GSBD,HTGC,Goldman Sachs Asset Management,Hercules Capital,cross_manager,1,1,1
facility_candidate_universe,2023Q4,GSBD,MFIC,Goldman Sachs Asset Management,Apollo Global Management,cross_manager,3,3,1
facility_candidate_universe,2023Q4,GSBD,TSLX,Goldman Sachs Asset Management,Sixth Street,cross_manager,2,2,1
facility_candidate_universe,2023Q4,HPS,ARCC,HPS Investment Partners,Ares Management,cross_manager,20,18,12
facility_candidate_universe,2023Q4,HPS,ASIF,HPS Investment Partners,Ares Management,cross_manager,15,12,10
facility_candidate_universe,2023Q4,HPS,BBDC,HPS Investment Partners,Barings,cross_manager,4,4,3
facility_candidate_universe,2023Q4,HPS,BCRED,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,68,44,29
facility_candidate_universe,2023Q4,HPS,BXSL,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,50,28,13
facility_candidate_universe,2023Q4,HPS,GBDC,HPS Investment Partners,Golub Capital,cross_manager,13,4,1
facility_candidate_universe,2023Q4,HPS,MAIN,HPS Investment Partners,Main Street Capital,cross_manager,18,9,3
facility_candidate_universe,2023Q4,HPS,NMFC,HPS Investment Partners,New Mountain Capital,cross_manager,45,25,15
facility_candidate_universe,2023Q4,HPS,OBDC,HPS Investment Partners,Blue Owl Credit,cross_manager,58,34,17
facility_candidate_universe,2023Q4,HPS,OCIC,HPS Investment Partners,Blue Owl Credit,cross_manager,89,51,31
facility_candidate_universe,2023Q4,HPS,OCSL,HPS Investment Partners,Oaktree Capital Management,cross_manager,10,7,7
facility_candidate_universe,2023Q4,HTGC,GSBD,Hercules Capital,Goldman Sachs Asset Management,cross_manager,7,4,1
facility_candidate_universe,2023Q4,HTGC,TSLX,Hercules Capital,Sixth Street,cross_manager,4,4,1
facility_candidate_universe,2023Q4,MAIN,ARCC,Main Street Capital,Ares Management,cross_manager,2,2,2
facility_candidate_universe,2023Q4,MAIN,ASIF,Main Street Capital,Ares Management,cross_manager,1,1,1
facility_candidate_universe,2023Q4,MAIN,BBDC,Main Street Capital,Barings,cross_manager,8,8,4
facility_candidate_universe,2023Q4,MAIN,BCRED,Main Street Capital,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2023Q4,MAIN,HPS,Main Street Capital,HPS Investment Partners,cross_manager,10,5,2
facility_candidate_universe,2023Q4,MAIN,NMFC,Main Street Capital,New Mountain Capital,cross_manager,4,1,1
facility_candidate_universe,2023Q4,MFIC,GSBD,Apollo Global Management,Goldman Sachs Asset Management,cross_manager,2,1,1
facility_candidate_universe,2023Q4,NMFC,ARCC,New Mountain Capital,Ares Management,cross_manager,31,18,9
facility_candidate_universe,2023Q4,NMFC,ASIF,New Mountain Capital,Ares Management,cross_manager,17,15,10
facility_candidate_universe,2023Q4,NMFC,BBDC,New Mountain Capital,Barings,cross_manager,2,2,2
facility_candidate_universe,2023Q4,NMFC,BCRED,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,53,40,26
facility_candidate_universe,2023Q4,NMFC,BXSL,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,44,33,17
facility_candidate_universe,2023Q4,NMFC,HPS,New Mountain Capital,HPS Investment Partners,cross_manager,43,25,15
facility_candidate_universe,2023Q4,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,67,41,16
facility_candidate_universe,2023Q4,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,84,48,28
facility_candidate_universe,2023Q4,NMFC,OCSL,New Mountain Capital,Oaktree Capital Management,cross_manager,19,10,4
facility_candidate_universe,2023Q4,OBDC,ARCC,Blue Owl Credit,Ares Management,cross_manager,16,13,11
facility_candidate_universe,2023Q4,OBDC,ASIF,Blue Owl Credit,Ares Management,cross_manager,12,11,10
facility_candidate_universe,2023Q4,OBDC,BBDC,Blue Owl Credit,Barings,cross_manager,2,2,2
facility_candidate_universe,2023Q4,OBDC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,36,24,18
facility_candidate_universe,2023Q4,OBDC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,15,8,6
facility_candidate_universe,2023Q4,OBDC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,6,3,1
facility_candidate_universe,2023Q4,OBDC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,55,27,16
facility_candidate_universe,2023Q4,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,28,18,15
facility_candidate_universe,2023Q4,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,395,229,154
facility_candidate_universe,2023Q4,OBDC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,12,9,8
facility_candidate_universe,2023Q4,OCIC,ARCC,Blue Owl Credit,Ares Management,cross_manager,25,24,15
facility_candidate_universe,2023Q4,OCIC,ASIF,Blue Owl Credit,Ares Management,cross_manager,51,46,28
facility_candidate_universe,2023Q4,OCIC,BBDC,Blue Owl Credit,Barings,cross_manager,5,5,3
facility_candidate_universe,2023Q4,OCIC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,94,66,38
facility_candidate_universe,2023Q4,OCIC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,30,19,9
facility_candidate_universe,2023Q4,OCIC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,17,5,1
facility_candidate_universe,2023Q4,OCIC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,103,59,29
facility_candidate_universe,2023Q4,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,67,42,24
facility_candidate_universe,2023Q4,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,387,269,155
facility_candidate_universe,2023Q4,OCIC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,13,11,6
facility_candidate_universe,2023Q4,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,7,4,3
facility_candidate_universe,2023Q4,OCSL,ASIF,Oaktree Capital Management,Ares Management,cross_manager,15,9,5
facility_candidate_universe,2023Q4,OCSL,BCRED,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,8,6,6
facility_candidate_universe,2023Q4,OCSL,BXSL,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,2,2,2
facility_candidate_universe,2023Q4,OCSL,GBDC,Oaktree Capital Management,Golub Capital,cross_manager,9,2,1
facility_candidate_universe,2023Q4,OCSL,HPS,Oaktree Capital Management,HPS Investment Partners,cross_manager,4,4,4
facility_candidate_universe,2023Q4,OCSL,MAIN,Oaktree Capital Management,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2023Q4,OCSL,NMFC,Oaktree Capital Management,New Mountain Capital,cross_manager,15,9,7
facility_candidate_universe,2023Q4,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,9,9,5
facility_candidate_universe,2023Q4,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,17,10,7
facility_candidate_universe,2024Q1,ARCC,ASIF,Ares Management,Ares Management,same_manager,137,101,79
facility_candidate_universe,2024Q1,ARCC,BBDC,Ares Management,Barings,cross_manager,5,5,4
facility_candidate_universe,2024Q1,ARCC,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,27,20,16
facility_candidate_universe,2024Q1,ARCC,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,13,10,8
facility_candidate_universe,2024Q1,ARCC,GBDC,Ares Management,Golub Capital,cross_manager,36,7,3
facility_candidate_universe,2024Q1,ARCC,HPS,Ares Management,HPS Investment Partners,cross_manager,23,15,14
facility_candidate_universe,2024Q1,ARCC,MAIN,Ares Management,Main Street Capital,cross_manager,2,2,1
facility_candidate_universe,2024Q1,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,18,12,11
facility_candidate_universe,2024Q1,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,18,15,14
facility_candidate_universe,2024Q1,ARCC,OCIC,Ares Management,Blue Owl Credit,cross_manager,31,19,19
