observation_id,report_period_end,report_period_label,borrower_norm,source_ticker,source_cik,source_listed_status,target_ticker,target_cik,source_facility_id,source_prior_facility_id,target_prior_facility_id,source_results_timestamp_utc,source_mark_public_timestamp_utc,source_information_timestamp_utc,source_mark_public_evidence,target_prior_public_timestamp_utc,target_cutoff_timestamp_utc,reporting_window_days,source_current_mark,source_prior_mark,source_delta_mark,source_delta_pp,movement_eligible,development_borrower_excluded,target_current_outcome_used_for_eligibility,outcomes_revealed,unit_of_analysis
SN3X_0145584e3a2c2cfb6cf0b6e3085f,2025-09-30,2025Q3,forescout technologies,ARCC,1287750,listed,OBDC,1655888,EF_8a1a818533b526a127b45a5d0aab,EF_a95b14fe62c781b6919e80d35e5b,EF_927b07f2937f402622c40888afa3,2025-10-27T20:29:59Z,2025-10-27T20:48:00Z,2025-10-27T20:48:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-06T20:05:51Z,2025-11-05T21:36:07Z,9.033414,0.9851851852,0.9925925926,-0.0074074074,-0.740741,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_038f9e94f828047057d841d97572,2024-06-30,2024Q2,dealer tire financial,NMFC,1496099,listed,OBDC,1655888,EF_ae1a9494e60ea0b3b5527d1c2b37,EF_c17e782c2f272166bf5bb386b749,EF_7421e4b2ca5637d25e45da85633b,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,1.0004175365,1.0087401301,-0.0083225936,-0.832259,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_03ddd5de7324b5365435229bd826,2024-03-31,2024Q1,imprivata,ARCC,1287750,listed,OBDC,1655888,EF_6b909f7b0ba66cae21855b860e95,EF_54d8947ad25cd5643e2e0d7e6e06,EF_1d9ba73fafd7e4b7461dac86ac1d,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,7.937685,1.0000000000,0.9813664596,0.0186335404,1.863354,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_0416322073597c8c9f655de911a1,2024-06-30,2024Q2,pluralsight,ARCC,1287750,listed,OBDC,1655888,EF_506abf28d45ce5769a5d2d69c6bf,EF_6620e4c9a6ecddfcb0ede84b1a40,EF_b21fdb2bc75708fe3d7b79427351,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,0.3333333333,1.0000000000,-0.6666666667,-66.666667,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_0433270103e7b58142eabf353d55,2024-06-30,2024Q2,confluent health,NMFC,1496099,listed,OBDC,1655888,EF_4261e400c37d0cb38157b31b0766,EF_89ecff60e335ca0d836aa63c46e0,EF_ad698926c251197f7aada6584c7f,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,0.9749815589,0.9900674433,-0.0150858844,-1.508588,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_0563aace057de361018740d3c181,2024-09-30,2024Q3,acrisure,ARCC,1287750,listed,OBDC,1655888,EF_9a08ce365cc34dfdc950a5684672,EF_2ff51d69c5757517ca52d46250c2,EF_8a48f911247b87144ca22e87e114,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,8.007581,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_061e5cded43d1cf91ffccfdb92ca,2024-06-30,2024Q2,dealer tire financial,NMFC,1496099,listed,OBDC,1655888,EF_4a78c7ea636f3e530def94a56a74,EF_c17e782c2f272166bf5bb386b749,EF_7421e4b2ca5637d25e45da85633b,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,1.0003806986,1.0087401301,-0.0083594315,-0.835943,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_08a61efce1e4cee4934db042a78e,2025-06-30,2025Q2,forescout technologies,ARCC,1287750,listed,OBDC,1655888,EF_a95b14fe62c781b6919e80d35e5b,EF_53be37d90ed8226dfc4f546e46f1,EF_581e69ebf7e43b2969e3dbbfe7d3,2025-07-28T21:11:20Z,2025-07-28T21:23:00Z,2025-07-28T21:23:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-05-07T20:15:44Z,2025-08-06T20:05:51Z,8.946424,0.9925925926,1.0000000000,-0.0074074074,-0.740741,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_0b81e70d495efc34eec12dee8d10,2024-06-30,2024Q2,community brands parentco,ARCC,1287750,listed,NMFC,1496099,EF_9a2d50ecf7ac16f2c0f378e32e13,EF_2ce55e5efa4d0561df99c2b9b09a,EF_acf23b0f04fd6d08a616503e23c8,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-01T21:02:05Z,2024-07-31T21:02:57Z,1.995104,1.0000000000,0.9904761905,0.0095238095,0.952381,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_0b8ac96417994d40eccea3ab63cb,2025-09-30,2025Q3,physician partners,NMFC,1496099,listed,OBDC,1655888,EF_5fafce268f1b4da312851a3e4413,EF_a1a753b5c878e9b4539452a4dfff,EF_e833bfdd0ba6e0ce712ed59b9272,2025-11-03T21:39:20Z,2025-11-03T16:44:00Z,2025-11-03T21:39:20Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-06T20:05:51Z,2025-11-05T21:36:07Z,1.997766,0.8313282002,0.8855016803,-0.0541734801,-5.417348,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_0c01f0e426700c90f023655f4172,2024-09-30,2024Q3,assuredpartners,NMFC,1496099,listed,OBDC,1655888,EF_a4b23737552e957fb057ca442255,EF_4e190f3e374743fd0dea8edf25f9,EF_4e42ece77912b0965b59f44d677b,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0005102041,1.0040712468,-0.0035610427,-0.356104,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_103a7565a89fe5691bc0d9851a4d,2025-03-31,2025Q1,offen,ARCC,1287750,listed,OBDC,1655888,EF_178821c9dd0ebacb9f6b4028cc6f,EF_649da70a032cc44817403a17f39c,EF_1b6787615d9c1dafa145990993d8,2025-04-28T21:50:25Z,2025-04-28T21:50:00Z,2025-04-28T21:50:25Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-19T16:33:00Z,2025-05-07T20:15:44Z,8.934248,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_14a6a98caa7894c0d72c92a3d082,2024-09-30,2024Q3,bracket intermediate,NMFC,1496099,listed,OBDC,1655888,EF_d1f88e8af4fedcacd3ba3a4684cb,EF_12fad1d1d08bea12fdefba91c63b,EF_1a9152ef88721e5c028af4215de7,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0058359451,1.0053899639,0.0004459812,0.044598,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_1940e59655a1459a1ae687992a12,2025-09-30,2025Q3,park place technologies,NMFC,1496099,listed,OBDC,1655888,EF_936224e1b435a5bfc2ad56fe0fa4,EF_72acdd6fbfa660cacd4c5ba3ba4a,EF_b562606235ad4d1290b03caf20ae,2025-11-03T21:39:20Z,2025-11-03T16:44:00Z,2025-11-03T21:39:20Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-06T20:05:51Z,2025-11-05T21:36:07Z,1.997766,1.0000000000,0.9975049245,0.0024950755,0.249508,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_19a07c9e75b2c104e593a2ac0d24,2025-03-31,2025Q1,bamboo us bidco,ARCC,1287750,listed,OBDC,1655888,EF_1978aae0236e41e443f9a5b57c97,EF_f3fc7b673fa33918eb783e426e79,EF_dde13fc7e5540fb58d3c794d06f8,2025-04-28T21:50:25Z,2025-04-28T21:50:00Z,2025-04-28T21:50:25Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-19T16:33:00Z,2025-05-07T20:15:44Z,8.934248,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_1e9332faad8d6186fcbdb54f788a,2024-09-30,2024Q3,bleriot us bidco,NMFC,1496099,listed,OBDC,1655888,EF_d3649c1139aff51f871b5ac7d97c,EF_d29ca44d94139bdf7b362605d7be,EF_4696d96fa852b8f644cca7259e3f,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0030999742,1.0056686421,-0.0025686679,-0.256867,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_1f2fc290c2e47cd755cc596c9b17,2024-06-30,2024Q2,icefall parent,ARCC,1287750,listed,NMFC,1496099,EF_4d4fb95ef9bef17271018dfc51e5,EF_150dc4c254fca5f7f76f85d9abaf,EF_7f9d65a7193f1eac8568dbcd1dcf,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-01T21:02:05Z,2024-07-31T21:02:57Z,1.995104,0.9820359281,0.9820359281,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_1f3171355a0921920637f4bd726e,2024-06-30,2024Q2,mavis tire express services topco,NMFC,1496099,listed,OBDC,1655888,EF_7deb138aaef6fcf2fbb8fd7c134e,EF_ad481b23023bfca78471a915aebe,EF_6056d1270e4bd84ff65aaa676d8c,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,1.0035676640,1.0029119146,0.0006557494,0.065575,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_2105e7bfb7dc3ab4992b2a5af4a5,2024-03-31,2024Q1,investments,TSLX,1508655,listed,HTGC,1280784,EF_8711766519119d966d3a53488c09,EF_f59ca1c869e46e6006ed086d4cce,EF_d773890f9bc563eb6d6b1839477b,2024-05-01T20:02:40Z,2024-05-01T16:03:00Z,2024-05-01T20:02:40Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-15T21:17:43Z,2024-05-02T20:17:13Z,1.010104,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_267714682675475dd8e566bde89b,2024-06-30,2024Q2,pluralsight,ARCC,1287750,listed,OBDC,1655888,EF_516a1a87d1947e0328f93d9f1527,EF_c58ff3e2c4760e3d56080c851725,EF_0dfd09cd1fac3f83aff78d9e9ead,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,0.4802259887,0.8493408663,-0.3691148776,-36.911488,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_26ed8e9220d3e7526f2c2a5a8a0d,2024-03-31,2024Q1,pluralsight,ARCC,1287750,listed,OBDC,1655888,EF_6620e4c9a6ecddfcb0ede84b1a40,EF_70f39dd70066e93055a69304dbbf,EF_c216576b9f7575d0a84354ff66db,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,7.937685,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_2a17ebdb5e29941855972c9937ae,2024-06-30,2024Q2,investments,TSLX,1508655,listed,HTGC,1280784,EF_664c236386abc1e4549da550a0a0,EF_8711766519119d966d3a53488c09,EF_05d3e254304d4ad3e99000ef6cbd,2024-07-31T20:02:08Z,2024-07-31T16:02:00Z,2024-07-31T20:02:08Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-02T20:17:13Z,2024-08-01T20:16:37Z,1.010058,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_2b1571ec11d1f90da0db18f53650,2024-09-30,2024Q3,asurion,NMFC,1496099,listed,OBDC,1655888,EF_336c99464aeafea98d03a1615a6c,EF_d928c34160571a79ee1a6ea86c72,EF_cf17972f7f1343781904b224a1cc,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,0.9866719105,0.9946822422,-0.0080103317,-0.801033,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_2e1b1297ae453a7fb3b85b6f715f,2025-09-30,2025Q3,next holdco,ARCC,1287750,listed,NMFC,1496099,EF_1d3769ada572832ffc0184a7f831,EF_9a0e82d356f4159506dec0faf368,EF_2a22edda2c5c31fbe3c6d7f38d6b,2025-10-27T20:29:59Z,2025-10-27T20:48:00Z,2025-10-27T20:48:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-04T20:39:28Z,2025-11-03T21:39:20Z,7.035648,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_2e5b43839952c86bbd9360ecd6ce,2024-09-30,2024Q3,athenahealth,NMFC,1496099,listed,OBDC,1655888,EF_c00ee7539a8be0538f1c471d1df1,EF_52542933ebfac5e23214fc9f24a1,EF_af2eb15124ccc813372121587b67,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,0.9954073264,0.9978187370,-0.0024114106,-0.241141,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_2e694f98cfb2bb8572d9b83dda21,2024-06-30,2024Q2,investments,TSLX,1508655,listed,GSBD,1572694,EF_664c236386abc1e4549da550a0a0,EF_8711766519119d966d3a53488c09,EF_77ceb84ad98ee82c36e2afcda368,2024-07-31T20:02:08Z,2024-07-31T16:02:00Z,2024-07-31T20:02:08Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-07T20:40:50Z,2024-08-08T20:53:57Z,8.035984,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_329d683c3623486e353d39a1cb44,2024-06-30,2024Q2,investments,HTGC,1280784,listed,GSBD,1572694,EF_ccde3d3868bbba27c225cbb33052,EF_05d3e254304d4ad3e99000ef6cbd,EF_77ceb84ad98ee82c36e2afcda368,2024-08-01T20:16:37Z,2024-08-01T16:17:00Z,2024-08-01T20:16:37Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-07T20:40:50Z,2024-08-08T20:53:57Z,7.025926,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_33bfa9e97b4f7562106ae35de6ef,2025-09-30,2025Q3,galway borrower,ARCC,1287750,listed,NMFC,1496099,EF_ace92c116733aae2b4b02916c97b,EF_8272c65613bc33076ccf53b2fa0b,EF_c9aa339124c85aa0a7595042bb42,2025-10-27T20:29:59Z,2025-10-27T20:48:00Z,2025-10-27T20:48:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-04T20:39:28Z,2025-11-03T21:39:20Z,7.035648,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_35d3b29913fdb68e5c8277c8a870,2025-09-30,2025Q3,einstein parent,ARCC,1287750,listed,NMFC,1496099,EF_606c3c68c467f95a71b09fddd2d5,EF_adbb23d806d82ba28ccca779937c,EF_cc8d126173b995ce4cdd12e8cbd6,2025-10-27T20:29:59Z,2025-10-27T20:48:00Z,2025-10-27T20:48:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-04T20:39:28Z,2025-11-03T21:39:20Z,7.035648,1.0000000000,0.9803921569,0.0196078431,1.960784,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_35d8d960754224275a3bdda435ba,2024-03-31,2024Q1,confluent health,NMFC,1496099,listed,OBDC,1655888,EF_89ecff60e335ca0d836aa63c46e0,EF_95383f8c1bd87ea1e3d6dd97f88f,EF_e56a07be07e07c26432c25cb43d9,2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,6.964711,0.9900674433,0.9825565549,0.0075108884,0.751089,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_35ebd992cf41feb08593a511eea5,2024-09-30,2024Q3,pdi ta,NMFC,1496099,listed,OBDC,1655888,EF_c60462ed167af6d2777a2a31c728,EF_3756e48f82421fc4da5dde3e8af8,EF_b706bb5b749208ccac76b51688b3,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_39721fb22a46e4e0599e37f3db90,2025-09-30,2025Q3,relativity oda,ARCC,1287750,listed,OBDC,1655888,EF_fae5c47d4738171de7eba9ac8ecc,EF_a5782141752e4599c8f208b34506,EF_f4b1cbd7a9f060f35bd15752675f,2025-10-27T20:29:59Z,2025-10-27T20:48:00Z,2025-10-27T20:48:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-06T20:05:51Z,2025-11-05T21:36:07Z,9.033414,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_3acc7d433468f079af3e5210eb0f,2025-03-31,2025Q1,galway borrower,ARCC,1287750,listed,NMFC,1496099,EF_0062986a32b3a07898875389a16a,EF_14c6b5fe9f2baeebc8afce767966,EF_9455d6b7ee89c4dcbc909dc64423,2025-04-28T21:50:25Z,2025-04-28T21:50:00Z,2025-04-28T21:50:25Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-26T21:25:39Z,2025-05-05T20:16:38Z,6.934873,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_4186308e6c9211cf9d6c0f98b31d,2024-09-30,2024Q3,wrench,NMFC,1496099,listed,OBDC,1655888,EF_4f446569c15cf715ae14b72aa860,EF_65a25606df0fb8db30746e074244,EF_4a773584ba36a6ca065712012b5a,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0007670019,1.0022102265,-0.0014432246,-0.144322,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_41897f3dfaf5e9a098a0a3041b84,2024-06-30,2024Q2,physician partners,NMFC,1496099,listed,OBDC,1655888,EF_476060dee8c8b4bcc127764bd38d,EF_0dd85acacf76a06fb07365397c57,EF_1bee358b3b129acb2bb5306ff1f4,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,0.7331529093,0.7525981914,-0.0194452821,-1.944528,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_441fcc6fcc3ffea8daeebd25b209,2025-06-30,2025Q2,relativity oda,ARCC,1287750,listed,OBDC,1655888,EF_a5782141752e4599c8f208b34506,EF_08acc1f1e68abd614574a6bd0f40,EF_ee09b22c9a1b2cc7469fc5b9be30,2025-07-28T21:11:20Z,2025-07-28T21:23:00Z,2025-07-28T21:23:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-05-07T20:15:44Z,2025-08-06T20:05:51Z,8.946424,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_443ac087f13b484e79092813124f,2024-06-30,2024Q2,avalara,ARCC,1287750,listed,NMFC,1496099,EF_be147946cb6f58bc2beb8ac703ff,EF_16df24f3f3384a2ec93959df2613,EF_ebd4a8d4ea56431c29923f206796,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-01T21:02:05Z,2024-07-31T21:02:57Z,1.995104,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
