observation_id,report_period_end,report_period_label,borrower_norm,source_ticker,source_cik,source_listed_status,target_ticker,target_cik,source_facility_id,source_prior_facility_id,target_prior_facility_id,source_results_timestamp_utc,source_mark_public_timestamp_utc,source_information_timestamp_utc,source_mark_public_evidence,target_prior_public_timestamp_utc,target_cutoff_timestamp_utc,reporting_window_days,source_current_mark,source_prior_mark,source_delta_mark,source_delta_pp,movement_eligible,development_borrower_excluded,target_current_outcome_used_for_eligibility,outcomes_revealed,unit_of_analysis
SN3X_9151e7a9f527f7e291c619aafc10,2024-06-30,2024Q2,galway borrower,ARCC,1287750,listed,OBDC,1655888,EF_27c99e4aa7a28ab99110fb88c79c,EF_a89b19cc9c0b08e82d7baa3e30f5,EF_5fbb61d0095e6bdff8422e981b74,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_919bf3d01a98e07d6e440ebda5b8,2025-03-31,2025Q1,associations,NMFC,1496099,listed,OBDC,1655888,EF_521a369df537c76cc118fbf0793f,EF_bf817f8eef10ae5b0256ce3f19fc,EF_7dab21f3e5eae42915e25627a7c0,2025-05-05T20:16:38Z,2025-05-05T16:21:00Z,2025-05-05T20:16:38Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-19T16:33:00Z,2025-05-07T20:15:44Z,1.999375,1.0099987831,1.0000000000,0.0099987831,0.999878,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_91fdea12af05b40fa0ef7454e7eb,2024-09-30,2024Q3,investments,HTGC,1280784,listed,TSLX,1508655,EF_26c0616649b52be241226901e5f3,EF_ccde3d3868bbba27c225cbb33052,EF_664c236386abc1e4549da550a0a0,2024-10-30T20:16:34Z,2024-10-30T16:17:00Z,2024-10-30T20:16:34Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-07-31T20:02:08Z,2024-11-05T21:01:59Z,6.031539,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_965a09da5e53f7ee8b5930ce7ab8,2024-06-30,2024Q2,athenahealth,NMFC,1496099,listed,OBDC,1655888,EF_52542933ebfac5e23214fc9f24a1,EF_5e225542b9dc7d1e735f755c8a1d,EF_6e9b8b1ba3ee5bb7f4bec14d3e88,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,0.9978187370,0.9918407311,0.0059780059,0.597801,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_97620d279524112b5eac37367cd8,2024-06-30,2024Q2,pluralsight,OCSL,1414932,listed,OBDC,1655888,EF_64fb8dfe29ce3d937c070fee54be,EF_14a08a39ea0f38ccd398e3a8acaf,EF_b21fdb2bc75708fe3d7b79427351,2024-08-01T00:22:39Z,2024-07-31T20:23:00Z,2024-08-01T00:22:39Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.829074,0.4890426759,0.9030023095,-0.4139596336,-41.395963,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_98e3eca9ec73efb993f4d098a276,2024-09-30,2024Q3,next holdco,ARCC,1287750,listed,NMFC,1496099,EF_48e51bcd8a1c14e8064f29d6cda2,EF_f5b6bcbe0bf7184cfa5fe2414389,EF_5fe2d101d2ac7255dedb7a3c252a,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-07-31T21:02:57Z,2024-10-30T20:14:36Z,0.971250,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_9bd2cbc40df453464938effab719,2024-03-31,2024Q1,physician partners,NMFC,1496099,listed,OBDC,1655888,EF_0dd85acacf76a06fb07365397c57,EF_dc0d780f9ef896fc6ea5fa0c0ea4,EF_c14847a58709fa7b0c390e8d0e9f,2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,6.964711,0.7525981914,0.9478998384,-0.1953016470,-19.530165,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_9e8625ca1f5fd3e6c3561d46dbca,2024-03-31,2024Q1,realpage,ARCC,1287750,listed,OBDC,1655888,EF_546904b92b5909fb7d0877f1ad03,EF_5ca117977fdc521e418cbf78c818,EF_b5103b0d2e4b543da21ca0059631,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,7.937685,0.9797859691,1.0000000000,-0.0202140309,-2.021403,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_9f1ef3e161fb3e4034c36251fe7b,2024-03-31,2024Q1,acrisure,ARCC,1287750,listed,OBDC,1655888,EF_564166134d6df85165f8834e16fc,EF_5f406a6ebdb75b31474ef7cdf354,EF_f5599341a40832f936da07d50e55,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,7.937685,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_9f264d937fc6e7ab6786666a3d5c,2024-03-31,2024Q1,alera,ARCC,1287750,listed,OBDC,1655888,EF_8c8406a820f02e5bc4dedbae5b63,EF_b306ba59e0c086a87a8e3b5053fd,EF_61fc76f9a40caeb8f4ebf0a43a29,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,7.937685,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_a0480243724c4f62a3696557443b,2024-09-30,2024Q3,duraserv,ARCC,1287750,listed,OBDC,1655888,EF_2b64fdbb6f8e35f780b3e068f47f,EF_8124b2d604cd3d2d8dd4eb004e72,EF_abbf59fc85755a9ffd06d337a792,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,8.007581,0.9863636364,0.9906542056,-0.0042905692,-0.429057,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_a11ea69c30fbdfbdd301028161b4,2024-09-30,2024Q3,investments,HTGC,1280784,listed,GSBD,1572694,EF_26c0616649b52be241226901e5f3,EF_ccde3d3868bbba27c225cbb33052,EF_7cd7f50019386016f53c7b6da1e8,2024-10-30T20:16:34Z,2024-10-30T16:17:00Z,2024-10-30T20:16:34Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-08T20:53:57Z,2024-11-07T21:29:24Z,8.050579,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_aba4d439926f6de999848c1f1ae4,2024-12-31,2024Q4,physician partners,OBDC,1655888,listed,NMFC,1496099,EF_bc2cce7c15370975b932c2935948,EF_e812939b4ac372ccfed06d570f5b,EF_a93720aef0349ebe12580c692f27,2025-01-16T13:30:14Z,2025-02-19T16:33:00Z,2025-02-19T16:33:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-10-30T20:14:36Z,2025-02-26T21:25:39Z,7.203229,0.6649871465,0.7124102564,-0.0474231099,-4.742311,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_ac762ede5568c6f2fb58d9b40af9,2024-12-31,2024Q4,avalara,ARCC,1287750,listed,NMFC,1496099,EF_f6191391320fbbadc74d89493383,EF_255a5038497f0b3c098316784244,EF_30f15edc4fed6acfc42d97f47a46,2025-02-04T21:10:20Z,2025-02-04T21:36:00Z,2025-02-04T21:36:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-10-30T20:14:36Z,2025-02-26T21:25:39Z,21.992812,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_ade6cbbbdd27b3a4381328dbc16d,2024-09-30,2024Q3,realpage,ARCC,1287750,listed,NMFC,1496099,EF_2882235d693a19862fd08e1a9b51,EF_1f05e944da5e9e9503b61e4bf0a7,EF_77f87349912d86a1d50148821d09,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-07-31T21:02:57Z,2024-10-30T20:14:36Z,0.971250,0.9571938169,0.9845422117,-0.0273483948,-2.734839,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_ae9375bf01eef723679d448e613b,2024-09-30,2024Q3,associations,NMFC,1496099,listed,OBDC,1655888,EF_d2d608ed809e6fb873b7ca19c433,EF_2b98e9d3a06fba80244da464fa51,EF_4607d7de18cb293849f8384fe1bf,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,0.9994955100,0.9995168985,-0.0000213885,-0.002139,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_af943eda5fb13b333b4fe575bb6f,2024-03-31,2024Q1,pluralsight,OCSL,1414932,listed,ARCC,1287750,EF_14a08a39ea0f38ccd398e3a8acaf,EF_e43e90f71e73de1cd9f427d9451e,EF_70f39dd70066e93055a69304dbbf,2024-04-29T22:41:19Z,2024-04-29T18:41:00Z,2024-04-29T22:41:19Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-07T06:13:00Z,2024-04-30T21:30:34Z,0.950868,0.9030023095,0.9496296296,-0.0466273201,-4.662732,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_b159933a0a814b363b6e0c933eb2,2025-03-31,2025Q1,coupa,NMFC,1496099,listed,OBDC,1655888,EF_e4a87e01230729f0d2e37674172b,EF_324b96ffd0e5fb33b08fb79fae9b,EF_b9d54fada246215f00dbedbbd0c1,2025-05-05T20:16:38Z,2025-05-05T16:21:00Z,2025-05-05T20:16:38Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-19T16:33:00Z,2025-05-07T20:15:44Z,1.999375,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_b279a734459fa9a82170ed53d2af,2024-12-31,2024Q4,next holdco,ARCC,1287750,listed,NMFC,1496099,EF_58dc3ebbf239249f8ea5f4de7d34,EF_48e51bcd8a1c14e8064f29d6cda2,EF_67b1ee8c5b789da894cfe50cd112,2025-02-04T21:10:20Z,2025-02-04T21:36:00Z,2025-02-04T21:36:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-10-30T20:14:36Z,2025-02-26T21:25:39Z,21.992812,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_b5d3eee75e3a3a1a5d3ec3013884,2024-09-30,2024Q3,icefall parent,ARCC,1287750,listed,NMFC,1496099,EF_026da9fbe215e11d7202bec46b1a,EF_4d4fb95ef9bef17271018dfc51e5,EF_adcdde81b5962469effdabb43dd1,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-07-31T21:02:57Z,2024-10-30T20:14:36Z,0.971250,1.0000000000,0.9820359281,0.0179640719,1.796407,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_b7c5559c650e6006894039664f64,2024-09-30,2024Q3,broadcast music,ARCC,1287750,listed,OBDC,1655888,EF_05478b485c66ec60c6fbe1f41fbe,EF_c4d558701fe39af46be896e687e6,EF_76f215b7423efe99c0b191cfd2b4,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,8.007581,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_b8edd4a839ed9df4727c7a29a7aa,2024-06-30,2024Q2,global music rights,ARCC,1287750,listed,OBDC,1655888,EF_f01b329f8e1a03a9e49d8db9339b,EF_0c7600224d897e4117d04bbd7e41,EF_ef45084d46286a2220dd7a403908,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_b8f883ee71d8df86f731ed89df91,2025-03-31,2025Q1,icefall parent,ARCC,1287750,listed,NMFC,1496099,EF_e00e780ea59130c2c1ec869da3d6,EF_a71d3c484895822f38e4937551ff,EF_15595a203baf160463cfe7545a4b,2025-04-28T21:50:25Z,2025-04-28T21:50:00Z,2025-04-28T21:50:25Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-26T21:25:39Z,2025-05-05T20:16:38Z,6.934873,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_bd19ef6ddd60df8e887b55e3fbe7,2024-06-30,2024Q2,wrench,NMFC,1496099,listed,OBDC,1655888,EF_65a25606df0fb8db30746e074244,EF_65a7be80ddd041e8dab784167b72,EF_afe4d73d14cba3e577d4d31913a6,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,1.0022102265,1.0047909777,-0.0025807512,-0.258075,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_c231506ba5651e0ef7960343f0c5,2024-09-30,2024Q3,xplor t1,NMFC,1496099,listed,OBDC,1655888,EF_e7982c0cb5fda6528f1aee5fa710,EF_4305322d348ae09b7b4aac2dba72,EF_fa52f01adee686cffb7fde69935e,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0075444399,1.0000000000,0.0075444399,0.754444,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_c351a0b1d34be53e00781854add7,2024-06-30,2024Q2,global music rights,ARCC,1287750,listed,OBDC,1655888,EF_a11ab11ca00214c897a5dfe9faaa,EF_0c7600224d897e4117d04bbd7e41,EF_ef45084d46286a2220dd7a403908,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_c67579837b05ad59278d54973e2d,2024-09-30,2024Q3,physician partners,NMFC,1496099,listed,OBDC,1655888,EF_a93720aef0349ebe12580c692f27,EF_476060dee8c8b4bcc127764bd38d,EF_71ac36a24d3140916efa40038016,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,0.6519262073,0.7331529093,-0.0812267020,-8.122670,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_c80855b91da3e9393751a8360451,2024-03-31,2024Q1,community brands parentco,ARCC,1287750,listed,NMFC,1496099,EF_2ce55e5efa4d0561df99c2b9b09a,EF_421a38ac693c110e6e562951504b,EF_262bda44075c86428f7e528b765b,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-26T16:48:00Z,2024-05-01T21:02:05Z,0.972975,0.9904761905,0.9809523810,0.0095238095,0.952381,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_cb0829495d5f2379b0163a4da102,2025-09-30,2025Q3,park place technologies,NMFC,1496099,listed,OBDC,1655888,EF_c87c3c55ba54905b149d0fa38e13,EF_72acdd6fbfa660cacd4c5ba3ba4a,EF_b562606235ad4d1290b03caf20ae,2025-11-03T21:39:20Z,2025-11-03T16:44:00Z,2025-11-03T21:39:20Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-08-06T20:05:51Z,2025-11-05T21:36:07Z,1.997766,0.9983922830,0.9975049245,0.0008873585,0.088736,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_cddf76070225f61b9c2535e67660,2024-09-30,2024Q3,confluent medical technologies,NMFC,1496099,listed,OBDC,1655888,EF_9279983a5c92dd9ec8664ff0ea79,EF_dda18b434aba44e531dc7d4c0577,EF_3faf022dfaf7b38e5e6f4c407780,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0041025641,1.0000000000,0.0041025641,0.410256,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_d337c0bd0e7305e9910790901f6a,2024-09-30,2024Q3,forescout technologies,ARCC,1287750,listed,OBDC,1655888,EF_ef5973ecebfdfe5dcf78881665e2,EF_3e270da13e5932a7827280f7d9e9,EF_713193b9ac5822d934ed5be4dbe7,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,8.007581,0.9926470588,0.9926470588,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_d8b73d6aa352c250adcfccc1f417,2024-03-31,2024Q1,investments,TSLX,1508655,listed,GSBD,1572694,EF_8711766519119d966d3a53488c09,EF_f59ca1c869e46e6006ed086d4cce,EF_d9726db10ab576e961b809cf5649,2024-05-01T20:02:40Z,2024-05-01T16:03:00Z,2024-05-01T20:02:40Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-28T21:51:23Z,2024-05-07T20:40:50Z,6.026505,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_defbf36083d61574e13b51bb23c8,2024-09-30,2024Q3,confluent health,NMFC,1496099,listed,OBDC,1655888,EF_6a1ec9ecb535324f37e8a45c7ed6,EF_4261e400c37d0cb38157b31b0766,EF_af8d41019f62790ee9f73f79c9f3,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,0.9800308166,0.9749815589,0.0050492577,0.504926,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_df9288fe78fb8af385966fc9797c,2024-06-30,2024Q2,next holdco,ARCC,1287750,listed,NMFC,1496099,EF_f5b6bcbe0bf7184cfa5fe2414389,EF_f191ed4432a585b30f088f89b896,EF_08a5fa8988ef22027e0e224224d4,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-01T21:02:05Z,2024-07-31T21:02:57Z,1.995104,1.0000000000,0.9846153846,0.0153846154,1.538462,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e108b502025ccb088cb37b5dd0ff,2025-03-31,2025Q1,investments,TSLX,1508655,listed,HTGC,1280784,EF_8ed0a268d81806be95b86add775b,EF_35a8d5b75e30e192c1d8ac218379,EF_57f6152fb1784a423b00f634d5a9,2025-04-30T20:01:57Z,2025-04-30T16:02:00Z,2025-04-30T20:01:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-13T21:16:42Z,2025-05-01T20:16:15Z,1.009931,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e2ff45e080144bd8c52dc920b6dc,2024-06-30,2024Q2,offen,ARCC,1287750,listed,OBDC,1655888,EF_b8156577307e70ade76cc0682b7f,EF_354c9b02449d6041e24a5ef2cc48,EF_3b127cf1b11e9d02b1b120545d69,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e350bd146ab382ad113690834794,2024-06-30,2024Q2,dealer tire financial,NMFC,1496099,listed,OBDC,1655888,EF_284705b11a02a9b1000562206565,EF_c17e782c2f272166bf5bb386b749,EF_7421e4b2ca5637d25e45da85633b,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,6.967755,1.0000000000,1.0087401301,-0.0087401301,-0.874013,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e4ba127638faa8f64bc667f203c1,2024-06-30,2024Q2,broadcast music,ARCC,1287750,listed,OBDC,1655888,EF_c4d558701fe39af46be896e687e6,EF_c5518b7c03578945b779170efa85,EF_c4d9e880f1786757d9806ffe71d6,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,1.0000000000,0.9718309859,0.0281690141,2.816901,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e501dfec0600c61d991372dd8e54,2024-03-31,2024Q1,offen,ARCC,1287750,listed,OBDC,1655888,EF_354c9b02449d6041e24a5ef2cc48,EF_7cf5d6fbb31d5e7aeed2d990071c,EF_0dc2dfbd72c661974426897f5801,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,7.937685,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e60f07b1b8ff6522d50271b01de5,2025-06-30,2025Q2,next holdco,ARCC,1287750,listed,NMFC,1496099,EF_9a0e82d356f4159506dec0faf368,EF_00477fb94ebcb61b52f7c35e68b1,EF_0f065349acca63e403901bb469e1,2025-07-28T21:11:20Z,2025-07-28T21:23:00Z,2025-07-28T21:23:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-05-05T20:16:38Z,2025-08-04T20:39:28Z,6.969769,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e77450a4bae1cb9909b8dce4a371,2025-03-31,2025Q1,forescout technologies,ARCC,1287750,listed,OBDC,1655888,EF_53be37d90ed8226dfc4f546e46f1,EF_8b6761bb9a7e212237141bc2800f,EF_f2d8aee769d4efc5bc7713c45491,2025-04-28T21:50:25Z,2025-04-28T21:50:00Z,2025-04-28T21:50:25Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2025-02-19T16:33:00Z,2025-05-07T20:15:44Z,8.934248,1.0000000000,0.9852941176,0.0147058824,1.470588,True,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e8b2a17866c553e2d22d2c06e737,2024-09-30,2024Q3,storable,NMFC,1496099,listed,OBDC,1655888,EF_79d67226928d2a61b5b5ba513c40,EF_5b3b36e4c70039c37ae2814cf6a4,EF_d3a3b7986f30a403afcca45d79ff,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,7.036331,1.0039236202,1.0035220454,0.0004015748,0.040157,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_e95fbcba67846c9fe3fb51e73d70,2024-09-30,2024Q3,offen,ARCC,1287750,listed,OBDC,1655888,EF_4b65524ae718021b1715468b1f5f,EF_b8156577307e70ade76cc0682b7f,EF_0ab63dcaa92c26c09c7e0d98c61e,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,8.007581,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_eb048e202b837a4e351fb207f05f,2024-03-31,2024Q1,investments,HTGC,1280784,listed,GSBD,1572694,EF_05d3e254304d4ad3e99000ef6cbd,EF_d773890f9bc563eb6d6b1839477b,EF_d9726db10ab576e961b809cf5649,2024-05-02T20:17:13Z,2024-05-02T16:17:00Z,2024-05-02T20:17:13Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-28T21:51:23Z,2024-05-07T20:40:50Z,5.016400,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_eb0931abab1b5b8d4deb2de8efdd,2024-03-31,2024Q1,avalara,ARCC,1287750,listed,NMFC,1496099,EF_16df24f3f3384a2ec93959df2613,EF_5d562d1d11c12c1b71f191e45b00,EF_cc58a275821a9ff63fd89ca68b16,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-02-26T16:48:00Z,2024-05-01T21:02:05Z,0.972975,1.0000000000,1.0000000000,0.0000000000,0.000000,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_ec39f7f9ce682a7219b7bf3cb682,2024-06-30,2024Q2,medline borrower,ARCC,1287750,listed,OBDC,1655888,EF_8e4c7fa1f6462a0e185c6358a617,EF_84bf180751ba02412bedd4b9ee7c,EF_2988edb752961af7b8fdd095d55d,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,,,,,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
SN3X_ecddbd001a10d051c797c881a9cc,2024-06-30,2024Q2,realpage,ARCC,1287750,listed,OBDC,1655888,EF_1f05e944da5e9e9503b61e4bf0a7,EF_546904b92b5909fb7d0877f1ad03,EF_9d7efb1e1504a8351998b313c3ad,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,8.962859,0.9845422117,0.9797859691,0.0047562426,0.475624,False,False,False,False,source BDC x report period x borrower x economic_facility_v2
