archive_id,source_url,retrieved_utc,bytes,sha256,member_count,inventory_json,inventory_sha256,submission_member,soi_member,submission_header_sha256,soi_header_sha256,status
2025q3,https://www.sec.gov/files/datastandardsinnovation/data/business-development-company-bdc-data-sets/2025q3_bdc.zip,2026-08-13T18:03:12+00:00,30581984,b35d0a3919bfc120562518ccfc3db613e1346711ccb607bf4c7dfeaf5d8d95a7,10,"[{""bytes"":69418,""crc32"":""a23c7290"",""name"":""datasets/sub.tsv""},{""bytes"":6742513,""crc32"":""28149699"",""name"":""datasets/tag.tsv""},{""bytes"":1979338,""crc32"":""13320cdd"",""name"":""datasets/cal.tsv""},{""bytes"":17458189,""crc32"":""dcaaa30c"",""name"":""datasets/pre.tsv""},{""bytes"":193406949,""crc32"":""c700dc16"",""name"":""datasets/num.tsv""},{""bytes"":64291163,""crc32"":""6636476a"",""name"":""datasets/txt.tsv""},{""bytes"":3108365,""crc32"":""86dbda4f"",""name"":""datasets/non.tsv""},{""bytes"":77256698,""crc32"":""56d41b3d"",""name"":""soi.tsv""},{""bytes"":343964,""crc32"":""6f3286a3"",""name"":""readme.htm""},{""bytes"":38671,""crc32"":""6a902276"",""name"":""bdc_metadata.json""}]",a436cec2ea44ed81cca3bbf3e766e4ac4bd366855efaa45fdbdcbbb29b0e42fb,datasets/sub.tsv,soi.tsv,13318d57d4533268429adb5c01e38ad92979cd333154c88db169441e7763b813,b3ffab85846973adb24a5c6cf26cec74b2f7427c6a0b703b7baff7d3ce5000b9,downloaded_and_schema_validated
2025q4,https://www.sec.gov/files/datastandardsinnovation/data/business-development-company-bdc-data-sets/2025q4_bdc.zip,2026-08-13T18:03:25+00:00,34131811,78edc8f08e4e5f58e5b1da413140b49b5c2b62ad0bba757affea61e3de47cdbd,10,"[{""bytes"":75834,""crc32"":""b677ee60"",""name"":""datasets/sub.tsv""},{""bytes"":7112950,""crc32"":""353ae737"",""name"":""datasets/tag.tsv""},{""bytes"":2123118,""crc32"":""fa35c358"",""name"":""datasets/cal.tsv""},{""bytes"":19261915,""crc32"":""5c5a855b"",""name"":""datasets/pre.tsv""},{""bytes"":208822822,""crc32"":""ed9e9ba2"",""name"":""datasets/num.tsv""},{""bytes"":77975489,""crc32"":""5fa4e405"",""name"":""datasets/txt.tsv""},{""bytes"":2991296,""crc32"":""be314af1"",""name"":""datasets/non.tsv""},{""bytes"":83348010,""crc32"":""923f60a2"",""name"":""soi.tsv""},{""bytes"":343964,""crc32"":""6f3286a3"",""name"":""readme.htm""},{""bytes"":38671,""crc32"":""6a902276"",""name"":""bdc_metadata.json""}]",1ad84573e9b29f926051aac7af49685ac79eab6090dda98cc2e8b21279311e75,datasets/sub.tsv,soi.tsv,13318d57d4533268429adb5c01e38ad92979cd333154c88db169441e7763b813,f2e3dfca570c55f3a902ec87668709cca3de298cb54b54240aca1d8ee4d10ed1,downloaded_and_schema_validated
