review_observation_id,source_event_cluster_id,period_end,report_period_label,normalized_borrower,source_ticker,target_ticker,source_manager,target_manager,manager_relationship,source_current_raw_identifier,source_current_facility_type,source_current_lien,source_current_currency,source_current_reference_rate,source_current_spread,source_current_maturity,source_current_funded_status,source_current_acquisition_date,source_current_constituent_raw_identifiers_json,source_current_aggregation_lot_count,source_current_accepted_timestamp_utc,source_current_filing_evidence_url,source_current_raw_provenance_json,source_prior_raw_identifier,source_prior_facility_type,source_prior_lien,source_prior_currency,source_prior_reference_rate,source_prior_spread,source_prior_maturity,source_prior_funded_status,source_prior_acquisition_date,source_prior_constituent_raw_identifiers_json,source_prior_aggregation_lot_count,source_prior_accepted_timestamp_utc,source_prior_filing_evidence_url,source_prior_raw_provenance_json,target_prior_raw_identifier,target_prior_facility_type,target_prior_lien,target_prior_currency,target_prior_reference_rate,target_prior_spread,target_prior_maturity,target_prior_funded_status,target_prior_acquisition_date,target_prior_constituent_raw_identifiers_json,target_prior_aggregation_lot_count,target_prior_accepted_timestamp_utc,target_prior_filing_evidence_url,target_prior_raw_provenance_json,source_results_public_timestamp_utc,source_mark_public_timestamp_utc,source_information_timestamp_utc,source_mark_public_evidence,source_results_evidence_url,source_results_verification_evidence,source_prior_public_timestamp_utc,source_prior_reporting_evidence_url,target_prior_public_timestamp_utc,target_prior_reporting_evidence_url,target_cutoff_timestamp_utc,target_cutoff_evidence_url,target_cutoff_verification_evidence,source_temporal_same_facility,source_to_target_prior_same_facility,source_aggregation_valid,target_prior_aggregation_valid,include_for_confirmatory_test,review_notes
D4R_a090c63f75ee562bc6f9ef0a,D4C_916829a2249a81a0b8cdecc7,2024-06-30,2024Q2,pluralsight,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-07-31T20:23:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000012/,"[""2024q3:21171"",""2024q3:21795""]","Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/,"[""2024q2:20128"",""2024q2:20736""]","Pluralsight, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First lien senior secured revolving loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:76931""]",2024-08-01T00:22:39Z,2024-07-31T20:23:00Z,2024-08-01T00:22:39Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000012/ocsl-20240630.htm,10-Q reportDate exactly equals 2024-06-30,2024-04-29T22:41:19Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/ocsl-20240331.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_a1156685a562cbc4e55d9dac,D4C_0b4a61e9bc5641cbaf2a0a49,2024-06-30,2024Q2,pluralsight,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Pluralsight, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,,"[""Pluralsight, Inc., First lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:79011""]","Pluralsight, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:76909""]","Pluralsight, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:76921""]",2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_a9e710e23cea3368c91e9215,D4C_181eac36dc737a830ceeca8e,2024-06-30,2024Q2,next holdco,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,"Next Holdco, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,,"[""Next Holdco, LLC, First lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:70923""]","Next Holdco, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,,"[""Next Holdco, LLC, First lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:69009""]","Next Holdco, LLC, First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,,"[""Next Holdco, LLC, First lien""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:69017""]",2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_b2efd7a01d55a72bb3cf4893,D4C_dc612bcff91fce1eae770132,2024-09-30,2024Q3,physician partners,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-10-30T16:35:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000040/,"[""2024q4:21545"",""2024q4:21733""]","Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20838"",""2024q3:21030""]","Physician Partners, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien senior secured loan""]",1,2024-08-07T16:28:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000019/,"[""2024q3:20344""]",2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,2024-11-06T21:06:55Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000023/obdc-20240930.htm,10-Q reportDate exactly equals 2024-09-30,,,,,,
D4R_b3b49c043061744f181cd79b,D4C_64f123b672360c7612788afa,2024-06-30,2024Q2,physician partners,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20838"",""2024q3:21030""]","Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19799"",""2024q2:19987""]","Physician Partners, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:19309""]",2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_bcd7e11422b37f9973fb78ad,D4C_c5a67382e14f05e5e4985e28,2024-06-30,2024Q2,bamboo us bidco,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Bamboo US BidCo LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0675,,funded,,"[""Bamboo US BidCo LLC, First lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:28295""]","Bamboo US BidCo LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0675,,funded,,"[""Bamboo US BidCo LLC, First lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:27131""]","Bamboo US BidCo LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0675,,funded,,"[""Bamboo US BidCo LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:27133""]",2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_c555b82e85acc84fe8831cda,D4C_c0f70d021fecb6ca1d12e263,2024-09-30,2024Q3,realpage,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,"RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien senior secured loan""]",1,2024-10-29T20:56:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000054/,"[""2024q4:87878""]","RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:82785""]","RealPage, Inc., Second lien",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:82800""]",2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000053/arccq3-2024exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,2024-10-30T20:14:36Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,,,,,,
D4R_c59e2fbd47dd9290110be570,D4C_4f57e27d18e7bde197fcd808,2024-03-31,2024Q1,valcour packaging,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Valcour Packaging, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Valcour Packaging, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19846"",""2024q2:20023""]","Valcour Packaging, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Valcour Packaging, LLC, First lien - Funded""]",1,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000012/,"[""2024q1:18161"",""2024q1:18339""]","Valcour Packaging, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Valcour Packaging, LLC, First lien senior secured loan""]",1,2024-02-21T16:56:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/,"[""2024q1:17593""]",2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000110465924004666/tm243476d1_ex99-1.htm,2024-02-21T21:56:10Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/obdc-20231231.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,10-Q reportDate exactly equals 2024-03-31,,,,,,
D4R_c5db0844b0670f466f90470e,D4C_1f87b99a69fce8374e786473,2024-09-30,2024Q3,xplor t1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Xplor T1, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,"[""Xplor T1, LLC, First lien - Funded""]",1,2024-10-30T16:35:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000040/,"[""2024q4:21601"",""2024q4:21778""]","Xplor T1, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,"[""Xplor T1, LLC, First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20892"",""2024q3:21075""]","XPLOR T1, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,"[""XPLOR T1, LLC, First lien senior secured loan""]",1,2024-08-07T16:28:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000019/,"[""2024q3:20376""]",2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,2024-11-06T21:06:55Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000023/obdc-20240930.htm,10-Q reportDate exactly equals 2024-09-30,,,,,,
D4R_c7a35a9d412cb38465fea24f,D4C_510f33a4eae2b40af398912b,2024-06-30,2024Q2,pluralsight,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,"Pluralsight, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,,,funded,,"[""Pluralsight, Inc., First lien senior secured revolving loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:79013""]","Pluralsight, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured revolving loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:76911""]","Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/,"[""2024q2:20128"",""2024q2:20736""]",2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,2024-04-29T22:41:19Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/ocsl-20240331.htm,2024-08-01T00:22:39Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000012/ocsl-20240630.htm,10-Q reportDate exactly equals 2024-06-30,,,,,,
D4R_d23ddea383be2a00ce5ace83,D4C_fd2626873ba1814fc4688875,2024-03-31,2024Q1,pluralsight,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/,"[""2024q2:20128"",""2024q2:20736""]","Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-01-31T17:58:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000004/,"[""2024q1:18444"",""2024q1:18898""]","Pluralsight, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured revolving loan""]",1,2024-02-07T06:13:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000011/,"[""2024q1:65748""]",2024-04-29T22:41:19Z,2024-04-29T18:41:00Z,2024-04-29T22:41:19Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/ocsl-20240331.htm,10-Q reportDate exactly equals 2024-03-31,2024-01-31T22:57:51Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000004/ocsl-20231231.htm,2024-02-07T06:13:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000009/arccq4-23exhibit991.htm,2024-04-30T21:30:34Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,,,,,,
D4R_e38b31b606d83404d95f1d81,D4C_b87134d35399076a925362c5,2024-03-31,2024Q1,athenahealth,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"athenahealth Group Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""athenahealth Group Inc., First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19674"",""2024q2:19875""]","athenahealth Group Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""athenahealth Group Inc., First lien - Funded""]",1,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000012/,"[""2024q1:18194""]","Athenahealth Group Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""Athenahealth Group Inc., First lien senior secured loan""]",1,2024-02-21T16:56:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/,"[""2024q1:17478""]",2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000110465924004666/tm243476d1_ex99-1.htm,2024-02-21T21:56:10Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/obdc-20231231.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,10-Q reportDate exactly equals 2024-03-31,,,,,,
D4R_ed23c600624f149c46a880f7,D4C_55dfd2019040460395679faa,2024-06-30,2024Q2,broadcast music,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Broadcast Music, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,,"[""Broadcast Music, Inc., First lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:30609""]","Broadcast Music, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,,"[""Broadcast Music, Inc., First lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:29482""]","Broadcast Music, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,,"[""Broadcast Music, Inc., First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:29484""]",2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_f9ee8a08a03864c69a263b5c,D4C_fd2626873ba1814fc4688875,2024-03-31,2024Q1,pluralsight,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/,"[""2024q2:20128"",""2024q2:20736""]","Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-01-31T17:58:00Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000004/,"[""2024q1:18444"",""2024q1:18898""]","Pluralsight, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First lien senior secured revolving loan""]",1,2024-02-21T16:56:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/,"[""2024q1:65768""]",2024-04-29T22:41:19Z,2024-04-29T18:41:00Z,2024-04-29T22:41:19Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000008/ocsl-20240331.htm,10-Q reportDate exactly equals 2024-03-31,2024-01-31T22:57:51Z,https://www.sec.gov/Archives/edgar/data/1414932/000141493224000004/ocsl-20231231.htm,2024-02-21T21:56:10Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/obdc-20231231.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,10-Q reportDate exactly equals 2024-03-31,,,,,,
