review_observation_id,source_event_cluster_id,period_end,report_period_label,normalized_borrower,source_ticker,target_ticker,source_manager,target_manager,manager_relationship,source_current_raw_identifier,source_current_facility_type,source_current_lien,source_current_currency,source_current_reference_rate,source_current_spread,source_current_maturity,source_current_funded_status,source_current_acquisition_date,source_current_constituent_raw_identifiers_json,source_current_aggregation_lot_count,source_current_accepted_timestamp_utc,source_current_filing_evidence_url,source_current_raw_provenance_json,source_prior_raw_identifier,source_prior_facility_type,source_prior_lien,source_prior_currency,source_prior_reference_rate,source_prior_spread,source_prior_maturity,source_prior_funded_status,source_prior_acquisition_date,source_prior_constituent_raw_identifiers_json,source_prior_aggregation_lot_count,source_prior_accepted_timestamp_utc,source_prior_filing_evidence_url,source_prior_raw_provenance_json,target_prior_raw_identifier,target_prior_facility_type,target_prior_lien,target_prior_currency,target_prior_reference_rate,target_prior_spread,target_prior_maturity,target_prior_funded_status,target_prior_acquisition_date,target_prior_constituent_raw_identifiers_json,target_prior_aggregation_lot_count,target_prior_accepted_timestamp_utc,target_prior_filing_evidence_url,target_prior_raw_provenance_json,source_results_public_timestamp_utc,source_mark_public_timestamp_utc,source_information_timestamp_utc,source_mark_public_evidence,source_results_evidence_url,source_results_verification_evidence,source_prior_public_timestamp_utc,source_prior_reporting_evidence_url,target_prior_public_timestamp_utc,target_prior_reporting_evidence_url,target_cutoff_timestamp_utc,target_cutoff_evidence_url,target_cutoff_verification_evidence,source_temporal_same_facility,source_to_target_prior_same_facility,source_aggregation_valid,target_prior_aggregation_valid,include_for_confirmatory_test,review_notes
D4R_412a13d3322f85b3e81def5d,D4C_088389f54e4f357eb5bc8eca,2024-06-30,2024Q2,dealer tire financial,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Dealer Tire Financial, LLC 1, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Dealer Tire Financial, LLC 1, First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20752""]","Dealer Tire Financial, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Dealer Tire Financial, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19716"",""2024q2:19914""]","Dealer Tire Financial, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Dealer Tire Financial, LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:19257""]",2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_44182bb1be3a426d5b0ad4b6,D4C_05f7b9915aace57c227c2759,2024-09-30,2024Q3,bw,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"BW Holding, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""BW Holding, Inc., First lien - Funded""]",1,2024-10-30T16:35:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000040/,"[""2024q4:21435"",""2024q4:21641""]","BW Holding, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""BW Holding, Inc., First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20723"",""2024q3:20933""]","BW Holding, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""BW Holding, Inc., First lien senior secured loan""]",1,2024-08-07T16:28:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000019/,"[""2024q3:20262""]",2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,2024-11-06T21:06:55Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000023/obdc-20240930.htm,10-Q reportDate exactly equals 2024-09-30,,,,,,
D4R_471ad39ad464824a5083dcec,D4C_73c5d7239c7547b083e185eb,2024-03-31,2024Q1,imprivata,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Imprivata, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0625,,funded,,"[""Imprivata, Inc., Second lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:52246""]","Imprivata, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0625,,funded,,"[""Imprivata, Inc., Second lien senior secured loan""]",1,2024-02-07T06:13:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000011/,"[""2024q1:45849""]","Imprivata, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0625,,funded,,"[""Imprivata, Inc., Second lien senior secured loan""]",1,2024-02-21T16:56:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/,"[""2024q1:45853""]",2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,2024-02-07T06:13:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000009/arccq4-23exhibit991.htm,2024-02-21T21:56:10Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/obdc-20231231.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,10-Q reportDate exactly equals 2024-03-31,,,,,,
D4R_5cf37f37d8cc75658fecf0cd,D4C_2f148f8a7178279f44b55e68,2024-09-30,2024Q3,realpage,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"RealPage, Inc., Second lien",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien""]",1,2024-10-30T16:35:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000040/,"[""2024q4:87893""]","RealPage, Inc., Second lien",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:82800""]","REALPAGE, INC., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""REALPAGE, INC., Second lien senior secured loan""]",1,2024-08-07T16:28:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000019/,"[""2024q3:82796""]",2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,2024-11-06T21:06:55Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000023/obdc-20240930.htm,10-Q reportDate exactly equals 2024-09-30,,,,,,
D4R_61ecd3e1bf882f44a1da82eb,D4C_b69a59ba23fe389efbf23655,2024-06-30,2024Q2,dealer tire financial,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Dealer Tire Financial, LLC 2, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Dealer Tire Financial, LLC 2, First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20753""]","Dealer Tire Financial, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Dealer Tire Financial, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19716"",""2024q2:19914""]","Dealer Tire Financial, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Dealer Tire Financial, LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:19257""]",2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_63b2a05cc278206fb1ea62f5,D4C_de4b0b522f99cae982e64890,2024-12-31,2024Q4,physician partners,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,"Physician Partners, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien senior secured loan""]",1,2025-02-19T16:33:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000007/,"[""2025q1:84079""]","Physician Partners, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien senior secured loan""]",1,2024-11-06T16:07:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000023/,"[""2024q4:21018""]","Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-10-30T16:35:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000040/,"[""2024q4:21545"",""2024q4:21733""]",2025-01-16T13:30:14Z,2025-02-19T16:33:00Z,2025-02-19T16:33:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1655888/000119312525007423/d917816dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-12-31 found in exhibit,2024-11-06T21:06:55Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000023/obdc-20240930.htm,2024-10-30T20:14:36Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,2025-02-26T21:25:39Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609925000008/nmfcearningspressreleaseq4.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-12-31 found in exhibit,,,,,,
D4R_6ee2291c04b00d1b22b7b267,D4C_4a7fcd14285a77567413401c,2024-09-30,2024Q3,icefall parent,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,"Icefall Parent, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""Icefall Parent, Inc., First lien senior secured loan""]",1,2024-10-29T20:56:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000054/,"[""2024q4:55602""]","Icefall Parent, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""Icefall Parent, Inc., First lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:52509""]","Icefall Parent, Inc. First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""Icefall Parent, Inc. First lien""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:52496""]",2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000053/arccq3-2024exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,2024-10-30T20:14:36Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000038/nmfcearningspressreleaseq3.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-09-30 found in exhibit,,,,,,
D4R_727e71576f0adc597105703e,D4C_882104d237f3d6dd3c7b3486,2024-03-31,2024Q1,confluent health,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Confluent Health, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Confluent Health, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19702"",""2024q2:19904""]","Confluent Health, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Confluent Health, LLC, First lien - Funded""]",1,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000012/,"[""2024q1:18224""]","Confluent Health, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Confluent Health, LLC, First lien senior secured loan""]",1,2024-02-21T16:56:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/,"[""2024q1:17506""]",2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000110465924004666/tm243476d1_ex99-1.htm,2024-02-21T21:56:10Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/obdc-20231231.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,10-Q reportDate exactly equals 2024-03-31,,,,,,
D4R_7670a049ffc59284be623965,D4C_12345993a9ab095734458c90,2024-06-30,2024Q2,athenahealth,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"athenahealth Group Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""athenahealth Group Inc., First lien - Funded""]",1,2024-07-31T17:12:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/,"[""2024q3:20709"",""2024q3:20914""]","athenahealth Group Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""athenahealth Group Inc., First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19674"",""2024q2:19875""]","Athenahealth Group Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""Athenahealth Group Inc., First lien senior secured loan""]",1,2024-05-08T16:11:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/,"[""2024q2:19215""]",2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,2024-08-07T20:16:31Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312524195906/d857906dex991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_76b859d80360a81d9d5c270a,D4C_a1017863b41dfa6536a58b29,2024-03-31,2024Q1,confluent medical technologies,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Confluent Medical Technologies, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Confluent Medical Technologies, Inc., First lien - Funded""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:19704"",""2024q2:19906""]","Confluent Medical Technologies, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Confluent Medical Technologies, Inc., First lien - Funded""]",1,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000012/,"[""2024q1:18028"",""2024q1:18227""]","Confluent Medical Technologies, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Confluent Medical Technologies, Inc., First lien senior secured loan""]",1,2024-02-21T16:56:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/,"[""2024q1:17508""]",2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000110465924004666/tm243476d1_ex99-1.htm,2024-02-21T21:56:10Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000008/obdc-20231231.htm,2024-05-08T20:11:16Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588824000014/obdc-20240331.htm,10-Q reportDate exactly equals 2024-03-31,,,,,,
D4R_777e7c967340248687097994,D4C_f1fa67b3c71fc9ca511097e7,2025-03-31,2025Q1,associations,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Associations, Inc., First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""Associations, Inc., First lien""]",1,2025-05-05T16:21:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609925000018/,"[""2025q2:29017""]","Associations, Inc., First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""Associations, Inc., First lien""]",1,2025-02-26T16:42:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609925000010/,"[""2025q1:26291""]","Associations, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""Associations, Inc., First lien senior secured loan""]",1,2025-02-19T16:33:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000007/,"[""2025q1:26278""]",2025-05-05T20:16:38Z,2025-05-05T16:21:00Z,2025-05-05T20:16:38Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1496099/000149609925000017/nmfcearningspressreleaseq1.htm,selection and timestamp preserved from verified Day 1/Day 2 reporting_order.csv,2025-02-26T21:25:39Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609925000008/nmfcearningspressreleaseq4.htm,2025-02-19T16:33:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000119312525007423/d917816dex991.htm,2025-05-07T20:15:44Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000012/obdc-20250331.htm,selection and timestamp preserved from verified Day 1/Day 2 reporting_order.csv,,,,,,
D4R_89011b3c621fd1f9e6856963,D4C_6f17e958867337e7b952aecb,2025-06-30,2025Q2,forescout technologies,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Forescout Technologies, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,"[""Forescout Technologies, Inc., First lien senior secured loan""]",1,2025-07-28T21:23:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775025000038/,"[""2025q3:56880""]","Forescout Technologies, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,"[""Forescout Technologies, Inc., First lien senior secured loan""]",1,2025-04-28T21:50:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775025000020/,"[""2025q2:54703""]","Forescout Technologies, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,"[""Forescout Technologies, Inc., First lien senior secured loan""]",1,2025-05-07T16:16:00Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000012/,"[""2025q2:54707""]",2025-07-28T21:11:20Z,2025-07-28T21:23:00Z,2025-07-28T21:23:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775025000036/arccq2-2025exhibit991.htm,selection and timestamp preserved from verified Day 1/Day 2 reporting_order.csv,2025-04-28T21:50:25Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775025000020/arcc-20250331.htm,2025-05-07T20:15:44Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000012/obdc-20250331.htm,2025-08-06T20:05:51Z,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000020/obdc-20250630.htm,selection and timestamp preserved from verified Day 1/Day 2 reporting_order.csv,,,,,,
D4R_92c14af825841f163b269f1a,D4C_d8e62707d06fcd67ca0d7e7d,2024-06-30,2024Q2,community brands parentco,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,"Community Brands ParentCo, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,,"[""Community Brands ParentCo, LLC, First lien senior secured loan""]",1,2024-07-29T21:10:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000039/,"[""2024q3:34428""]","Community Brands ParentCo, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,,"[""Community Brands ParentCo, LLC, First lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:33288""]","Community Brands ParentCo, LLC, First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,,"[""Community Brands ParentCo, LLC, First lien""]",1,2024-05-01T17:09:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/,"[""2024q2:33306""]",2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000037/arccq2-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,2024-07-31T21:02:57Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000032/nmfcearningspressreleaseq2.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-06-30 found in exhibit,,,,,,
D4R_94d631ce61b94754d8e2e7ac,D4C_430edc2d182c7ce0d6e2ca71,2024-03-31,2024Q1,community brands parentco,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,"Community Brands ParentCo, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,,"[""Community Brands ParentCo, LLC, First lien senior secured loan""]",1,2024-04-30T21:41:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000028/,"[""2024q2:33288""]","Community Brands ParentCo, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,,"[""Community Brands ParentCo, LLC, First lien senior secured loan""]",1,2024-02-07T06:13:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000011/,"[""2024q1:29809""]","Community Brands ParentCo, LLC, First Lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,,"[""Community Brands ParentCo, LLC, First Lien""]",1,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000012/,"[""2024q1:29828""]",2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,SOI acceptance; no earlier exact facility mark verified in EX-99,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000026/arccq1-24exhibit991.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,2024-02-07T06:13:00Z,https://www.sec.gov/Archives/edgar/data/1287750/000128775024000009/arccq4-23exhibit991.htm,2024-02-26T16:48:00Z,https://www.sec.gov/Archives/edgar/data/1496099/000110465924004666/tm243476d1_ex99-1.htm,2024-05-01T21:02:05Z,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000021/nmfcearningspressreleaseq1.htm,verified EX-99 results/NAV metrics; exact period-end date 2024-03-31 found in exhibit,,,,,,
